player,player_id,position,team_name,grades_defense,grades_run_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Paul Soliai,3724,DI,MIA,65.1,58.7,314,87.0,2014,1369,Paul Soliai,2014,30,5,"$32,000,000",6400000
Ray McDonald,3713,DI,SF,64.9,67.9,404,91.0,2014,1760,Ray McDonald,2014,29,5,"$20,100,000",4020000
Brandon Mebane,3701,DI,SEA,64.5,67.4,323,94.0,2014,1697,Brandon Mebane,2014,29,5,"$25,000,000",5000000
Chris Long,4316,ED,LA,63.1,46.9,307,99.0,2014,1562,Chris Long,2014,29,4,"$48,200,000",12050000
Alan Branch,3649,DI,SEA,63.0,56.1,282,100.0,2014,1252,Alan Branch,2014,28,3,"$9,300,000",3100000
B.J. Raji,4932,DI,GB,62.9,65.1,330,101.0,2014,1261,B.J. Raji,2014,27,1,"$4,000,000",4000000
Shaun Phillips,1819,ED,LAC,62.9,48.5,321,101.0,2014,1383,Shaun Phillips,2014,32,2,"$5,000,000",2500000
Barry Cofield,3069,DI,WAS,62.3,51.6,267,105.0,2014,1695,Barry Cofield,2014,30,6,"$36,000,000",6000000
Jonathan Babineaux,2276,DI,ATL,61.9,61.6,364,107.0,2014,1332,Jonathan Babineaux,2014,32,3,"$9,000,000",3000000
Cliff Avril,4406,ED,DET,61.4,50.3,272,110.0,2014,1423,Cliff Avril,2014,27,2,"$13,000,000",6500000
Randy Starks,1792,DI,MIA,60.4,54.7,310,113.0,2014,1372,Randy Starks,2014,30,2,"$10,000,000",5000000
Frostee Rucker,3036,ED,CLV,60.4,58.6,294,113.0,2014,1308,Frostee Rucker,2014,30,2,"$2,000,000",1000000
Robert Geathers,1838,ED,CIN,59.6,60.2,261,117.0,2014,1507,Robert Geathers,2014,30,3,"$9,000,000",3000000
C.J. Wilson,5753,DI,GB,59.4,64.0,189,119.0,2014,1270,C.J. Wilson,2014,26,1,"$795,000",795000
Cullen Jenkins,1637,DI,PHI,59.1,44.3,237,123.0,2014,1430,Cullen Jenkins,2014,33,3,"$8,000,000",2666667
Derek Landri,3782,DI,PHI,59.1,47.1,251,123.0,2014,1436,Derek Landri,2014,30,2,"$2,750,000",1375000
Matt Shaughnessy,4994,ED,LV,58.9,71.5,295,125.0,2014,1358,Matt Shaughnessy,2014,27,2,"$4,400,000",2200000
Roy Miller,5004,DI,TB,58.3,59.1,221,127.0,2014,1512,Roy Miller,2014,26,2,"$4,400,000",2200000
Marcus Spears,2237,DI,DAL,57.6,58.1,202,129.0,2014,1483,Marcus Spears,2014,31,2,"$2,750,000",1375000
Clinton McDonald,5173,DI,SEA,57.6,60.1,134,129.0,2014,1282,Clinton McDonald,2014,27,4,"$12,000,000",3000000
Dwan Edwards,1772,DI,CAR,57.5,52.5,283,133.0,2014,1439,Dwan Edwards,2014,32,2,"$3,500,000",1750000
Ricardo Mathews,5761,DI,IND,56.9,59.0,241,135.0,2014,1374,Ricardo Mathews,2014,26,1,"$730,000",730000
Tommy Kelly,2093,DI,LV,56.8,63.5,336,136.0,2014,1388,Tommy Kelly,2014,33,1,"$1,805,000",1805000
Peria Jerry,4947,DI,ATL,56.2,63.2,233,137.0,2014,1370,Peria Jerry,2014,29,1,"$890,000",890000
John Hughes,7088,DI,CLV,55.6,55.9,223,139.0,2014,1611,John Hughes,2014,26,4,"$2,644,140",661035
Brett Keisel,1204,DI,PIT,55.4,59.2,336,141.0,2014,1265,Brett Keisel,2014,35,2,"$3,000,000",1500000
Jermelle Cudjo,5814,DI,LA,55.0,58.2,172,142.0,2014,1461,Jermelle Cudjo,2014,27,2,"$1,805,000",902500
Brandon Deaderick,5769,DI,NE,54.4,56.4,219,145.0,2014,1263,Brandon Deaderick,2014,26,1,"$730,000",730000
Ropati Pitoitua,4707,DI,KC,53.6,59.0,268,146.0,2014,1378,Ropati Pitoitua,2014,28,3,"$8,600,000",2866667
Sen'Derrick Marks,4985,DI,TEN,53.6,52.1,315,146.0,2014,1382,Sen'Derrick Marks,2014,26,4,"$18,000,000",4500000
Stephen Bowen,3242,DI,WAS,53.6,55.3,265,146.0,2014,1773,Stephen Bowen,2014,30,5,"$27,500,000",5500000
Cedric Thornton,6607,DI,PHI,53.1,54.0,215,150.0,2014,1273,Cedric Thornton,2014,25,1,"$645,000",645000
Red Bryant,4435,ED,SEA,52.9,50.0,322,152.0,2014,1373,Red Bryant,2014,29,4,"$19,000,000",4750000
Tyson Jackson,4926,DI,KC,51.9,56.3,306,154.0,2014,1396,Tyson Jackson,2014,27,5,"$25,000,000",5000000
Kendall Langford,4380,DI,LA,51.6,51.6,316,155.0,2014,1620,Kendall Langford,2014,28,4,"$22,000,000",5500000
Letroy Guion,4466,DI,MIN,49.5,43.8,239,156.0,2014,1351,Letroy Guion,2014,26,1,"$1,000,000",1000000
Antonio Johnson,3768,DI,IND,47.4,47.9,233,157.0,2014,1257,Antonio Johnson,2014,29,2,"$2,350,000",1175000
Isaac Sopoaga,1825,DI,SF,44.9,42.1,230,158.0,2014,1315,Isaac Sopoaga,2014,32,1,"$855,000",855000
Cameron Wake,4907,ED,MIA,90.9,75.3,318,4.0,2013,1558,Cameron Wake,2013,31,5,"$33,200,000",6640000
Carlos Dunlap,5579,ED,CIN,89.4,79.3,197,6.0,2013,1418,Carlos Dunlap,2013,24,5,"$39,370,000",7874000
Fred Evans,3157,DI,MIN,80.1,81.4,171,13.0,2013,1583,Fred Evans,2013,29,2,"$3,000,000",1500000
Chris Clemons,1585,ED,SEA,78.9,54.4,310,17.0,2013,1561,Chris Clemons,2013,31,3,"$22,000,000",7333333
Kyle Williams,3079,DI,BUF,78.7,75.2,319,18.0,2013,1740,Kyle Williams,2013,29,4,"$29,150,000",7287500
Charles Johnson,3699,ED,CAR,77.8,54.7,301,20.0,2013,1700,Charles Johnson,2013,27,6,"$76,000,000",12666667
Brian Robison,3718,ED,MIN,76.9,63.1,311,23.0,2013,1699,Brian Robison,2013,29,3,"$13,500,000",4500000
Israel Idonije,1632,ED,CHI,76.6,68.4,237,25.0,2013,1452,Israel Idonije,2013,32,1,"$905,000",905000
Michael Johnson,4993,ED,CIN,76.1,75.7,317,26.0,2013,1490,Michael Johnson,2013,26,1,"$11,175,000",11175000
Calais Campbell,4364,DI,ARZ,76.0,75.3,330,28.0,2013,1557,Calais Campbell,2013,26,5,"$55,000,000",11000000
Michael Bennett,5273,ED,TB,75.7,71.0,316,29.0,2013,1489,Michael Bennett,2013,27,1,"$4,800,000",4800000
Mario Williams,2946,ED,BUF,74.9,71.4,388,33.0,2013,1634,Mario Williams,2013,28,6,"$96,000,000",16000000
Julius Peppers,1010,ED,CHI,74.5,61.3,264,35.0,2013,1839,Julius Peppers,2013,33,6,"$84,000,000",14000000
Desmond Bryant,5204,DI,LV,74.2,67.9,263,36.0,2013,1437,Desmond Bryant,2013,27,5,"$34,000,000",6800000
Justin Bannan,1134,DI,DEN,74.0,76.3,302,38.0,2013,1467,Justin Bannan,2013,34,1,"$1,005,000",1005000
C.J. Mosley,2408,DI,JAX,73.4,69.7,321,40.0,2013,1417,C.J. Mosley,2013,29,2,"$2,750,000",1375000
Antonio Smith,1856,DI,HST,73.2,58.6,280,42.0,2013,1879,Antonio Smith,2013,31,5,"$35,500,000",7100000
Jason Babin,1748,ED,JAX,72.6,65.8,243,44.0,2013,1723,Jason Babin,2013,32,5,"$28,900,000",5780000
Henry Melton,5028,DI,CHI,71.8,52.4,204,46.0,2013,1449,Henry Melton,2013,26,1,"$8,450,000",8450000
Jeremy Mincey,3136,ED,JAX,71.5,71.5,404,49.0,2013,1605,Jeremy Mincey,2013,29,4,"$20,000,000",5000000
Jason Hatcher,3037,DI,DAL,70.7,75.7,301,53.0,2013,1724,Jason Hatcher,2013,31,3,"$6,000,000",2000000
Jared Allen,1847,ED,MIN,70.3,62.8,386,55.0,2013,1952,Jared Allen,2013,30,6,"$73,260,069",12210012
Brodrick Bunkley,2959,DI,NO,69.4,70.5,210,59.0,2013,1554,Brodrick Bunkley,2013,29,5,"$25,000,000",5000000
Justin Tuck,2291,ED,NYG,69.3,64.0,241,60.0,2013,1907,Justin Tuck,2013,28,5,"$31,000,000",6200000
Vance Walker,5134,DI,ATL,68.5,66.9,258,66.0,2013,1531,Vance Walker,2013,25,1,"$2,000,000",2000000
Kevin Williams,1325,DI,MIN,68.5,64.1,292,66.0,2013,1474,Kevin Williams,2013,32,1,"$5,000,000",5000000
Haloti Ngata,2957,DI,BLT,67.7,70.1,439,70.0,2013,1716,Haloti Ngata,2013,29,4,"$48,524,000",12131000
Ahtyba Rubin,4504,DI,CLV,67.4,78.6,243,71.0,2013,1685,Ahtyba Rubin,2013,26,4,"$26,500,000",6625000
Ryan Pickett,799,DI,GB,67.3,73.7,373,73.0,2013,1863,Ryan Pickett,2013,33,4,"$24,750,000",6187500
Terrance Knighton,4995,DI,JAX,66.9,58.0,321,76.0,2013,1524,Terrance Knighton,2013,26,2,"$4,500,000",2250000
Tom Johnson,3378,DI,NO,66.8,57.7,188,77.0,2013,1775,Tom Johnson,2013,28,3,"$1,395,000",465000
Kyle Love,5806,DI,NE,66.6,68.6,273,78.0,2013,1476,Kyle Love,2013,26,1,"$630,000",630000
Sammie Lee Hill,5038,DI,DET,66.5,57.5,171,79.0,2013,1514,Sammie Lee Hill,2013,26,3,"$11,400,000",3800000
Vince Wilfork,1742,DI,NE,66.3,66.3,380,80.0,2013,1873,Vince Wilfork,2013,31,5,"$40,000,000",8000000
Arthur Jones,5680,DI,BLT,66.2,63.4,356,81.0,2013,1411,Arthur Jones,2013,26,1,"$2,023,000",2023000
Kevin Vickerson,2433,DI,DEN,66.1,68.7,256,82.0,2013,1473,Kevin Vickerson,2013,30,2,"$5,000,000",2500000
Justin Smith,776,DI,SF,65.2,74.7,355,85.0,2013,1959,Justin Smith,2013,33,6,"$45,000,000",7500000
Paul Soliai,3724,DI,MIA,65.1,58.7,314,87.0,2013,1652,Paul Soliai,2013,29,2,"$12,000,000",6000000
Ray McDonald,3713,DI,SF,64.9,67.9,404,91.0,2013,1760,Ray McDonald,2013,28,5,"$20,100,000",4020000
Brandon Mebane,3701,DI,SEA,64.5,67.4,323,94.0,2013,1697,Brandon Mebane,2013,28,5,"$25,000,000",5000000
Gary Gibson,4232,DI,TB,63.8,68.7,134,96.0,2013,1585,Gary Gibson,2013,30,2,"$2,000,000",1000000
Daniel Te'o-Nesheim,5610,ED,TB,63.6,60.2,274,97.0,2013,1433,Daniel Te'o-Nesheim,2013,25,1,"$1,323,000",1323000
Chris Long,4316,ED,LA,63.1,46.9,307,99.0,2013,1562,Chris Long,2013,28,4,"$48,200,000",12050000
Alan Branch,3649,DI,SEA,63.0,56.1,282,100.0,2013,1402,Alan Branch,2013,28,1,"$3,775,000",3775000
Shaun Phillips,1819,ED,LAC,62.9,48.5,321,101.0,2013,1517,Shaun Phillips,2013,31,1,"$1,000,000",1000000
Barry Cofield,3069,DI,WAS,62.3,51.6,267,105.0,2013,1695,Barry Cofield,2013,29,6,"$36,000,000",6000000
Jonathan Babineaux,2276,DI,ATL,61.9,61.6,364,107.0,2013,1902,Jonathan Babineaux,2013,31,5,"$25,000,000",5000000
Cliff Avril,4406,ED,DET,61.4,50.3,272,110.0,2013,1423,Cliff Avril,2013,26,2,"$13,000,000",6500000
Randy Starks,1792,DI,MIA,60.4,54.7,310,113.0,2013,1503,Randy Starks,2013,29,1,"$8,450,000",8450000
Frostee Rucker,3036,ED,CLV,60.4,58.6,294,113.0,2013,1444,Frostee Rucker,2013,29,1,"$905,000",905000
Sedrick Ellis,4321,DI,NO,59.8,59.0,293,115.0,2013,1515,Sedrick Ellis,2013,27,1,"$1,000,000",1000000
Robert Geathers,1838,ED,CIN,59.6,60.2,261,117.0,2013,1507,Robert Geathers,2013,29,3,"$9,000,000",3000000
Cullen Jenkins,1637,DI,PHI,59.1,44.3,237,123.0,2013,1430,Cullen Jenkins,2013,32,3,"$8,000,000",2666667
Derek Landri,3782,DI,PHI,59.1,47.1,251,123.0,2013,1436,Derek Landri,2013,29,2,"$2,750,000",1375000
Matt Shaughnessy,4994,ED,LV,58.9,71.5,295,125.0,2013,1488,Matt Shaughnessy,2013,26,1,"$1,000,000",1000000
Roy Miller,5004,DI,TB,58.3,59.1,221,127.0,2013,1512,Roy Miller,2013,25,2,"$4,400,000",2200000
Marcus Spears,2237,DI,DAL,57.6,58.1,202,129.0,2013,1483,Marcus Spears,2013,30,2,"$2,750,000",1375000
Clinton McDonald,5173,DI,SEA,57.6,60.1,134,129.0,2013,1424,Clinton McDonald,2013,26,1,"$1,323,000",1323000
Dwan Edwards,1772,DI,CAR,57.5,52.5,283,133.0,2013,1439,Dwan Edwards,2013,31,2,"$3,500,000",1750000
Tommy Kelly,2093,DI,LV,56.8,63.5,336,136.0,2013,1527,Tommy Kelly,2013,32,2,"$5,000,000",2500000
Peria Jerry,4947,DI,ATL,56.2,63.2,233,137.0,2013,1919,Peria Jerry,2013,28,5,"$8,460,000",1692000
John Hughes,7088,DI,CLV,55.6,55.9,223,139.0,2013,1611,John Hughes,2013,25,4,"$2,644,140",661035
Jermelle Cudjo,5814,DI,LA,55.0,58.2,172,142.0,2013,1461,Jermelle Cudjo,2013,26,2,"$1,805,000",902500
Kyle Moore,5040,ED,BUF,54.6,48.7,177,144.0,2013,1477,Kyle Moore,2013,26,1,"$715,000",715000
Ropati Pitoitua,4707,DI,KC,53.6,59.0,268,146.0,2013,1511,Ropati Pitoitua,2013,27,1,"$1,000,000",1000000
Sen'Derrick Marks,4985,DI,TEN,53.6,52.1,315,146.0,2013,1516,Sen'Derrick Marks,2013,26,1,"$1,500,000",1500000
Stephen Bowen,3242,DI,WAS,53.6,55.3,265,146.0,2013,1773,Stephen Bowen,2013,29,5,"$27,500,000",5500000
Red Bryant,4435,ED,SEA,52.9,50.0,322,152.0,2013,1656,Red Bryant,2013,28,5,"$35,100,000",7020000
Ron Edwards,838,DI,CAR,52.4,48.9,163,153.0,2013,1764,Ron Edwards,2013,34,3,"$8,250,000",2750000
Tyson Jackson,4926,DI,KC,51.9,56.3,306,154.0,2013,1679,Tyson Jackson,2013,26,2,"$21,970,000",10985000
Kendall Langford,4380,DI,LA,51.6,51.6,316,155.0,2013,1620,Kendall Langford,2013,27,4,"$22,000,000",5500000
Letroy Guion,4466,DI,MIN,49.5,43.8,239,156.0,2013,1628,Letroy Guion,2013,25,3,"$9,000,000",3000000
Antonio Johnson,3768,DI,IND,47.4,47.9,233,157.0,2013,1409,Antonio Johnson,2013,28,1,"$800,000",800000
Isaac Sopoaga,1825,DI,SF,44.9,42.1,230,158.0,2013,1450,Isaac Sopoaga,2013,31,3,"$11,000,000",3666667
Darnell Dockett,1785,DI,ARZ,42.9,34.6,358,159.0,2013,1809,Darnell Dockett,2013,32,4,"$35,300,000",8825000
Kyle Vanden Bosch,804,ED,DET,41.8,37.0,256,160.0,2013,1847,Kyle Vanden Bosch,2013,34,4,"$26,000,000",6500000
Cameron Wake,4907,ED,MIA,90.9,75.3,318,4.0,2012,1558,Cameron Wake,2012,30,5,"$33,200,000",6640000
Fred Evans,3157,DI,MIN,80.1,81.4,171,13.0,2012,1583,Fred Evans,2012,28,2,"$3,000,000",1500000
Chris Clemons,1585,ED,SEA,78.9,54.4,310,17.0,2012,1561,Chris Clemons,2012,30,3,"$22,000,000",7333333
Kyle Williams,3079,DI,BUF,78.7,75.2,319,18.0,2012,1740,Kyle Williams,2012,28,4,"$29,150,000",7287500
Charles Johnson,3699,ED,CAR,77.8,54.7,301,20.0,2012,1700,Charles Johnson,2012,26,6,"$76,000,000",12666667
Brian Robison,3718,ED,MIN,76.9,63.1,311,23.0,2012,1699,Brian Robison,2012,28,3,"$13,500,000",4500000
Israel Idonije,1632,ED,CHI,76.6,68.4,237,25.0,2012,1593,Israel Idonije,2012,31,1,"$2,500,000",2500000
Calais Campbell,4364,DI,ARZ,76.0,75.3,330,28.0,2012,1557,Calais Campbell,2012,25,5,"$55,000,000",11000000
Michael Bennett,5273,ED,TB,75.7,71.0,316,29.0,2012,1641,Michael Bennett,2012,26,1,"$2,742,000",2742000
Mario Williams,2946,ED,BUF,74.9,71.4,388,33.0,2012,1634,Mario Williams,2012,27,6,"$96,000,000",16000000
Julius Peppers,1010,ED,CHI,74.5,61.3,264,35.0,2012,1839,Julius Peppers,2012,32,6,"$84,000,000",14000000
Desmond Bryant,5204,DI,LV,74.2,67.9,263,36.0,2012,1578,Desmond Bryant,2012,26,1,"$1,927,000",1927000
Justin Bannan,1134,DI,DEN,74.0,76.3,302,38.0,2012,1616,Justin Bannan,2012,32,1,"$1,000,000",1000000
C.J. Mosley,2408,DI,JAX,73.4,69.7,321,40.0,2012,1556,C.J. Mosley,2012,28,3,"$7,425,000",2475000
Antonio Smith,1856,DI,HST,73.2,58.6,280,42.0,2012,1879,Antonio Smith,2012,30,5,"$35,500,000",7100000
Jason Babin,1748,ED,JAX,72.6,65.8,243,44.0,2012,1723,Jason Babin,2012,31,5,"$28,900,000",5780000
Jeremy Mincey,3136,ED,JAX,71.5,71.5,404,49.0,2012,1605,Jeremy Mincey,2012,28,4,"$20,000,000",5000000
Jason Hatcher,3037,DI,DAL,70.7,75.7,301,53.0,2012,1724,Jason Hatcher,2012,30,3,"$6,000,000",2000000
Jared Allen,1847,ED,MIN,70.3,62.8,386,55.0,2012,1952,Jared Allen,2012,29,6,"$73,260,069",12210012
Brodrick Bunkley,2959,DI,NO,69.4,70.5,210,59.0,2012,1554,Brodrick Bunkley,2012,28,5,"$25,000,000",5000000
Justin Tuck,2291,ED,NYG,69.3,64.0,241,60.0,2012,1907,Justin Tuck,2012,27,5,"$31,000,000",6200000
Vance Walker,5134,DI,ATL,68.5,66.9,258,66.0,2012,1680,Vance Walker,2012,24,1,"$1,260,000",1260000
Kevin Williams,1325,DI,MIN,68.5,64.1,292,66.0,2012,1961,Kevin Williams,2012,31,8,"$45,774,000",5721750
Haloti Ngata,2957,DI,BLT,67.7,70.1,439,70.0,2012,1716,Haloti Ngata,2012,28,4,"$48,524,000",12131000
Ahtyba Rubin,4504,DI,CLV,67.4,78.6,243,71.0,2012,1685,Ahtyba Rubin,2012,25,4,"$26,500,000",6625000
Ryan Pickett,799,DI,GB,67.3,73.7,373,73.0,2012,1863,Ryan Pickett,2012,32,4,"$24,750,000",6187500
Tom Johnson,3378,DI,NO,66.8,57.7,188,77.0,2012,1775,Tom Johnson,2012,27,3,"$1,395,000",465000
Kyle Love,5806,DI,NE,66.6,68.6,273,78.0,2012,1623,Kyle Love,2012,25,1,"$3,090,000",3090000
Sammie Lee Hill,5038,DI,DET,66.5,57.5,171,79.0,2012,1663,Sammie Lee Hill,2012,25,1,"$1,260,000",1260000
Vince Wilfork,1742,DI,NE,66.3,66.3,380,80.0,2012,1873,Vince Wilfork,2012,30,5,"$40,000,000",8000000
Arthur Jones,5680,DI,BLT,66.2,63.4,356,81.0,2012,1796,Arthur Jones,2012,26,3,"$1,348,580",449527
Kevin Vickerson,2433,DI,DEN,66.1,68.7,256,82.0,2012,1738,Kevin Vickerson,2012,29,2,"$4,750,000",2375000
Rocky Bernard,1139,DI,NYG,65.2,60.3,217,85.0,2012,1658,Rocky Bernard,2012,33,1,"$925,000",925000
Justin Smith,776,DI,SF,65.2,74.7,355,85.0,2012,1959,Justin Smith,2012,32,6,"$45,000,000",7500000
Paul Soliai,3724,DI,MIA,65.1,58.7,314,87.0,2012,1652,Paul Soliai,2012,28,2,"$12,000,000",6000000
Ray McDonald,3713,DI,SF,64.9,67.9,404,91.0,2012,1760,Ray McDonald,2012,27,5,"$20,100,000",4020000
Brandon Mebane,3701,DI,SEA,64.5,67.4,323,94.0,2012,1697,Brandon Mebane,2012,27,5,"$25,000,000",5000000
Gary Gibson,4232,DI,TB,63.8,68.7,134,96.0,2012,1585,Gary Gibson,2012,29,2,"$2,000,000",1000000
Daniel Te'o-Nesheim,5610,ED,TB,63.6,60.2,274,97.0,2012,1569,Daniel Te'o-Nesheim,2012,24,1,"$415,000",415000
Chris Long,4316,ED,LA,63.1,46.9,307,99.0,2012,1562,Chris Long,2012,27,4,"$48,200,000",12050000
Alan Branch,3649,DI,SEA,63.0,56.1,282,100.0,2012,1686,Alan Branch,2012,27,2,"$7,000,000",3500000
Shaun Phillips,1819,ED,LAC,62.9,48.5,321,101.0,2012,2025,Shaun Phillips,2012,30,6,"$31,600,000",5266667
Barry Cofield,3069,DI,WAS,62.3,51.6,267,105.0,2012,1695,Barry Cofield,2012,28,6,"$36,000,000",6000000
Jonathan Babineaux,2276,DI,ATL,61.9,61.6,364,107.0,2012,1902,Jonathan Babineaux,2012,30,5,"$25,000,000",5000000
Cliff Avril,4406,ED,DET,61.4,50.3,272,110.0,2012,1563,Cliff Avril,2012,25,1,"$10,605,000",10605000
Randy Starks,1792,DI,MIA,60.4,54.7,310,113.0,2012,1970,Randy Starks,2012,28,5,"$20,050,000",4010000
Frostee Rucker,3036,ED,CLV,60.4,58.6,294,113.0,2012,1584,Frostee Rucker,2012,28,5,"$20,500,000",4100000
Cullen Jenkins,1637,DI,PHI,59.1,44.3,237,123.0,2012,1703,Cullen Jenkins,2012,31,5,"$30,375,000",6075000
Derek Landri,3782,DI,PHI,59.1,47.1,251,123.0,2012,1575,Derek Landri,2012,28,1,"$1,100,000",1100000
Marcus Spears,2237,DI,DAL,57.6,58.1,202,129.0,2012,1747,Marcus Spears,2012,29,5,"$15,250,000",3050000
Clinton McDonald,5173,DI,SEA,57.6,60.1,134,129.0,2012,1565,Clinton McDonald,2012,24,1,"$540,000",540000
Dwan Edwards,1772,DI,CAR,57.5,52.5,283,133.0,2012,1814,Dwan Edwards,2012,30,4,"$18,000,000",4500000
Tommy Kelly,2093,DI,LV,56.8,63.5,336,136.0,2012,1980,Tommy Kelly,2012,31,7,"$50,125,000",7160714
Peria Jerry,4947,DI,ATL,56.2,63.2,233,137.0,2012,1919,Peria Jerry,2012,27,5,"$8,460,000",1692000
John Hughes,7088,DI,CLV,55.6,55.9,223,139.0,2012,1611,John Hughes,2012,24,4,"$2,644,140",661035
Brett Keisel,1204,DI,PIT,55.4,59.2,336,141.0,2012,1882,Brett Keisel,2012,33,4,"$15,600,000",3900000
Jermelle Cudjo,5814,DI,LA,55.0,58.2,172,142.0,2012,1607,Jermelle Cudjo,2012,25,1,"$540,000",540000
Casey Hampton,789,DI,PIT,55.0,61.7,260,142.0,2012,1803,Casey Hampton,2012,34,3,"$21,300,000",7100000
Kyle Moore,5040,ED,BUF,54.6,48.7,177,144.0,2012,1739,Kyle Moore,2012,25,2,"$1,065,000",532500
Ropati Pitoitua,4707,DI,KC,53.6,59.0,268,146.0,2012,1660,Ropati Pitoitua,2012,26,1,"$1,150,000",1150000
Stephen Bowen,3242,DI,WAS,53.6,55.3,265,146.0,2012,1773,Stephen Bowen,2012,28,5,"$27,500,000",5500000
Red Bryant,4435,ED,SEA,52.9,50.0,322,152.0,2012,1656,Red Bryant,2012,27,5,"$35,100,000",7020000
Ron Edwards,838,DI,CAR,52.4,48.9,163,153.0,2012,1764,Ron Edwards,2012,33,3,"$8,250,000",2750000
Tyson Jackson,4926,DI,KC,51.9,56.3,306,154.0,2012,1679,Tyson Jackson,2012,25,2,"$21,970,000",10985000
Kendall Langford,4380,DI,LA,51.6,51.6,316,155.0,2012,1620,Kendall Langford,2012,26,4,"$22,000,000",5500000
Letroy Guion,4466,DI,MIN,49.5,43.8,239,156.0,2012,1628,Letroy Guion,2012,24,3,"$9,000,000",3000000
Antonio Johnson,3768,DI,IND,47.4,47.9,233,157.0,2012,1692,Antonio Johnson,2012,27,2,"$4,000,000",2000000
Isaac Sopoaga,1825,DI,SF,44.9,42.1,230,158.0,2012,1950,Isaac Sopoaga,2012,30,5,"$20,000,000",4000000
Darnell Dockett,1785,DI,ARZ,42.9,34.6,358,159.0,2012,1809,Darnell Dockett,2012,31,4,"$35,300,000",8825000
Kyle Vanden Bosch,804,ED,DET,41.8,37.0,256,160.0,2012,1847,Kyle Vanden Bosch,2012,33,4,"$26,000,000",6500000
